"var_names","var_labels","year","survey","type"
"cf18k001","Randomly selected child",2018,"Family & Household","categorical"
"cf19l001","Randomly selected child",2019,"Family & Household","categorical"
"cf08a002","Year of birth of randomly chosen child",2008,"Family & Household","interval"
"cf09b002","Year of birth of randomly chosen child",2009,"Family & Household","interval"
"cf10c002","Year of birth of randomly chosen child",2010,"Family & Household","interval"
"cf11d002","Year of birth of randomly chosen child",2011,"Family & Household","interval"
"cf12e002","Year of birth of randomly chosen child",2012,"Family & Household","interval"
"cf13f002","Year of birth of randomly chosen child",2013,"Family & Household","interval"
"cf14g002","Year of birth of randomly chosen child",2014,"Family & Household","interval"
"cf15h002","Year of birth of randomly selected child",2015,"Family & Household","interval"
"cf16i002","Year of birth of randomly selected child",2016,"Family & Household","interval"
"cf17j002","Year of birth of randomly selected child",2017,"Family & Household","interval"
"cf18k002","Year of birth of randomly selected child",2018,"Family & Household","interval"
"cf19l002","Year of birth of randomly selected child",2019,"Family & Household","interval"
"cf08a003","Gender respondent",2008,"Family & Household","categorical"
"cf09b003","Gender respondent",2009,"Family & Household","categorical"
"cf10c003","Gender respondent",2010,"Family & Household","categorical"
"cf11d003","Gender respondent",2011,"Family & Household","categorical"
"cf12e003","Gender respondent",2012,"Family & Household","categorical"
"cf13f003","Gender respondent",2013,"Family & Household","categorical"
"cf14g003","Gender respondent",2014,"Family & Household","categorical"
"cf15h003","Gender respondent",2015,"Family & Household","categorical"
"cf16i003","Gender respondent",2016,"Family & Household","categorical"
"cf17j003","Gender respondent",2017,"Family & Household","categorical"
"cf18k003","Gender respondent",2018,"Family & Household","categorical"
"cf19l003","Gender respondent",2019,"Family & Household","categorical"
"cf08a004","Age respondent",2008,"Family & Household","interval"
"cf09b004","Age respondent",2009,"Family & Household","interval"
"cf10c004","Age respondent",2010,"Family & Household","interval"
"cf11d004","Age respondent",2011,"Family & Household","interval"
"cf12e004","Age respondent",2012,"Family & Household","interval"
"cf13f004","Age respondent",2013,"Family & Household","interval"
"cf14g004","Age respondent",2014,"Family & Household","interval"
"cf15h004","Age respondent",2015,"Family & Household","interval"
"cf16i004","Age respondent",2016,"Family & Household","interval"
"cf17j004","Age respondent",2017,"Family & Household","interval"
"cf18k004","Age respondent",2018,"Family & Household","interval"
"cf19l004","Age respondent",2019,"Family & Household","interval"
"cf08a005","What is the year of birth of your father?",2008,"Family & Household","interval"
"cf09b005","What is the year of birth of your father?",2009,"Family & Household","interval"
"cf10c005","What is the year of birth of your father?",2010,"Family & Household","interval"
"cf11d005","What is the year of birth of your father?",2011,"Family & Household","interval"
"cf12e005","What is the year of birth of your father?",2012,"Family & Household","interval"
"cf13f005","What is the year of birth of your father?",2013,"Family & Household","interval"
"cf14g005","What is the year of birth of your father?",2014,"Family & Household","interval"
"cf15h005","What is the year of birth of your father?",2015,"Family & Household","interval"
"cf16i005","What is the year of birth of your father? We mean your biological father.",2016,"Family & Household","interval"
"cf17j005","What is the year of birth of your father? We mean your biological father.",2017,"Family & Household","interval"
"cf18k005","What is the year of birth of your father? We mean your biological father.",2018,"Family & Household","interval"
"cf19l005","Please note: the questions are about your biological father. What is the year of birth of your father?",2019,"Family & Household","interval"
"cf08a006","Can you perhaps indicate the period in which your biological father was born?",2008,"Family & Household","categorical"
"cf09b006","Can you perhaps indicate the period in which your biological father was born?",2009,"Family & Household","categorical"
"cf10c006","Can you perhaps indicate the period in which your biological father was born?",2010,"Family & Household","categorical"
"cf11d006","Can you perhaps indicate the period in which your biological father was born?",2011,"Family & Household","categorical"
"cf12e006","Can you perhaps indicate the period in which your biological father was born?",2012,"Family & Household","categorical"
"cf13f006","Can you perhaps indicate the period in which your biological father was born?",2013,"Family & Household","categorical"
"cf14g006","Can you perhaps indicate the period in which your biological father was born?",2014,"Family & Household","categorical"
"cf08a007","Is your father still alive?",2008,"Family & Household","categorical"
"cf09b007","Is your father still alive?",2009,"Family & Household","categorical"
"cf10c007","Is your father still alive?",2010,"Family & Household","categorical"
"cf11d007","Is your father still alive?",2011,"Family & Household","categorical"
"cf12e007","Is your father still alive?",2012,"Family & Household","categorical"
"cf13f007","Is your father still alive?",2013,"Family & Household","categorical"
"cf14g007","Is your father still alive?",2014,"Family & Household","categorical"
"cf15h007","Is your father still alive?",2015,"Family & Household","categorical"
"cf16i007","Is your father still alive?",2016,"Family & Household","categorical"
"cf17j007","Is your father still alive?",2017,"Family & Household","categorical"
"cf18k007","Is your father still alive?",2018,"Family & Household","categorical"
"cf19l007","Is your biological father still alive?",2019,"Family & Household","categorical"
"cf08a008","In what year did your father pass away?",2008,"Family & Household","interval"
"cf09b008","In what year did your father pass away?",2009,"Family & Household","interval"
"cf10c008","In what year did your father pass away?",2010,"Family & Household","interval"
"cf11d008","In what year did your father pass away?",2011,"Family & Household","interval"
"cf12e008","In what year did your father pass away?",2012,"Family & Household","interval"
"cf13f008","In what year did your father pass away?",2013,"Family & Household","interval"
"cf14g008","In what year did your father pass away?",2014,"Family & Household","interval"
"cf15h008","In what year did your father pass away?",2015,"Family & Household","interval"
"cf16i008","In what year did your father pass away?",2016,"Family & Household","interval"
"cf17j008","In what year did your father pass away?",2017,"Family & Household","interval"
"cf18k008","In what year did your father pass away?",2018,"Family & Household","interval"
"cf19l008","In what year did your biological father pass away?",2019,"Family & Household","interval"
"cf08a009","What is the year of birth of your mother?",2008,"Family & Household","interval"
"cf09b009","What is the year of birth of your mother?",2009,"Family & Household","interval"
"cf10c009","What is the year of birth of your mother?",2010,"Family & Household","interval"
