"","last3letters","n_waves","which_waves","var_names","n_unique_labels","unique_labels","value_labels"
"69","031","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a031, cf09b031, cf10c031, cf11d031, cf12e031, cf13f031, cf14g031, cf15h031, cf16i031, cf17j031, cf18k031, cf19l031","1","In what year did you marry?","NULL"
"70","032","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a032, cf09b032, cf10c032, cf11d032, cf12e032, cf13f032, cf14g032, cf15h032, cf16i032, cf17j032, cf18k032, cf19l032","1","What is your partner's gender?","c(male = 1, female = 2)"
"71","033","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a033, cf09b033, cf10c033, cf11d033, cf12e033, cf13f033, cf14g033, cf15h033, cf16i033, cf17j033, cf18k033, cf19l033","1","Were you married to another partner before?","c(yes = 1, no = 2)"
"72","034","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a034, cf09b034, cf10c034, cf11d034, cf12e034, cf13f034, cf14g034, cf15h034, cf16i034, cf17j034, cf18k034, cf19l034","1","Did you separate or did your previous partner pass away?","c(separated = 1, `partner passed away` = 2, `have experienced both` = 3)"
"73","035","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a035, cf09b035, cf10c035, cf11d035, cf12e035, cf13f035, cf14g035","1","Have you had any children?","c(yes = 1, no = 2)"
"74","036","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a036, cf09b036, cf10c036, cf11d036, cf12e036, cf13f036, cf14g036","1","How many children have you had in total?","NULL"
"75","037","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a037, cf09b037, cf10c037, cf11d037, cf12e037, cf13f037, cf14g037","1","Birth year first child","NULL"
"76","038","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a038, cf09b038, cf10c038, cf11d038, cf12e038, cf13f038, cf14g038","1","Birth year second child","NULL"
"77","039","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a039, cf09b039, cf10c039, cf11d039, cf12e039, cf13f039, cf14g039","1","Birth year third child","NULL"
"78","040","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a040, cf09b040, cf10c040, cf11d040, cf12e040, cf13f040, cf14g040","1","Birth year fourth child","NULL"
"79","041","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a041, cf09b041, cf10c041, cf11d041, cf12e041, cf13f041, cf14g041","1","Birth year fifth child","NULL"
"80","042","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a042, cf09b042, cf10c042, cf11d042, cf12e042, cf13f042, cf14g042","1","Birth year sixth child","NULL"
"81","043","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a043, cf09b043, cf10c043, cf11d043, cf12e043, cf13f043, cf14g043","1","Birth year seventh child","NULL"
"82","044","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a044, cf09b044, cf10c044, cf11d044, cf12e044, cf13f044, cf14g044","1","Birth year eighth child","NULL"
"83","045","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a045, cf09b045, cf10c045, cf11d045, cf12e045, cf13f045, cf14g045","1","Birth year ninth child","NULL"
"84","046","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a046, cf09b046, cf10c046, cf11d046, cf12e046, cf13f046, cf14g046","1","Birth year tenth child","NULL"
"85","047","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a047, cf09b047, cf10c047, cf11d047, cf12e047, cf13f047, cf14g047","1","Birth year eleventh child","NULL"
"86","048","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a048, cf09b048, cf10c048, cf11d048, cf12e048, cf13f048, cf14g048","1","Birth year twelfth child","NULL"
"87","049","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a049, cf09b049, cf10c049, cf11d049, cf12e049, cf13f049, cf14g049","1","Birth year thirteenth child","NULL"
"88","050","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a050, cf09b050, cf10c050, cf11d050, cf12e050, cf13f050, cf14g050","1","Birth year fourteenth child","NULL"
"89","051","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a051, cf09b051, cf10c051, cf11d051, cf12e051, cf13f051, cf14g051","1","Birth year fifteenth child","NULL"
"90","052","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a052, cf09b052, cf10c052, cf11d052, cf12e052, cf13f052, cf14g052","1","Are all your children still alive?","c(yes = 1, no = 2)"
"91","053","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a053, cf09b053, cf10c053, cf11d053, cf12e053, cf13f053, cf14g053","1","Passed away: first child","c(yes = 1)"
"92","054","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a054, cf09b054, cf10c054, cf11d054, cf12e054, cf13f054, cf14g054","1","Passed away: second child","c(yes = 1)"
"93","055","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a055, cf09b055, cf10c055, cf11d055, cf12e055, cf13f055, cf14g055","1","Passed away: third child","c(yes = 1)"
"94","056","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a056, cf09b056, cf10c056, cf11d056, cf12e056, cf13f056, cf14g056","1","Passed away: fourth child","c(yes = 1)"
"95","057","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a057, cf09b057, cf10c057, cf11d057, cf12e057, cf13f057, cf14g057","1","Passed away: fifth child","c(yes = 1)"
"96","058","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a058, cf09b058, cf10c058, cf11d058, cf12e058, cf13f058, cf14g058","1","Passed away: sixth child","c(yes = 1)"
"97","059","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a059, cf09b059, cf10c059, cf11d059, cf12e059, cf13f059, cf14g059","1","Passed away: seventh child","c(yes = 1)"
"98","060","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a060, cf09b060, cf10c060, cf11d060, cf12e060, cf13f060, cf14g060","1","Passed away: eighth child","c(yes = 1)"
"99","061","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a061, cf09b061, cf10c061, cf11d061, cf12e061, cf13f061, cf14g061","1","Passed away: ninth child","c(yes = 1)"
"100","062","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a062, cf09b062, cf10c062, cf11d062, cf12e062, cf13f062, cf14g062","1","Passed away: tenth child","c(yes = 1)"
"101","063","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a063, cf09b063, cf10c063, cf11d063, cf12e063, cf13f063, cf14g063","1","Passed away: eleventh child","c(yes = 1)"
"102","064","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a064, cf09b064, cf10c064, cf11d064, cf12e064, cf13f064, cf14g064","1","Passed away: twelfth child","c(yes = 1)"
"103","065","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a065, cf09b065, cf10c065, cf11d065, cf12e065, cf13f065, cf14g065","1","Passed away: thirteenth child","c(yes = 1)"
"104","066","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a066, cf09b066, cf10c066, cf11d066, cf12e066, cf13f066, cf14g066","1","Passed away: fourteenth child","c(yes = 1)"
"105","067","7","2008, 2009, 2010, 2011, 2012, 2013, 2014","cf08a067, cf09b067, cf10c067, cf11d067, cf12e067, cf13f067, cf14g067","1","Passed away: fifteenth child","c(yes = 1)"
"106","068","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a068, cf09b068, cf10c068, cf11d068, cf12e068, cf13f068, cf14g068, cf15h068, cf16i068, cf17j068, cf18k068, cf19l068","1","Gender: first child","c(boy = 1, girl = 2)"
"107","069","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a069, cf09b069, cf10c069, cf11d069, cf12e069, cf13f069, cf14g069, cf15h069, cf16i069, cf17j069, cf18k069, cf19l069","1","Gender: second child","c(boy = 1, girl = 2)"
"108","070","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a070, cf09b070, cf10c070, cf11d070, cf12e070, cf13f070, cf14g070, cf15h070, cf16i070, cf17j070, cf18k070, cf19l070","1","Gender: third child","c(boy = 1, girl = 2)"
"109","071","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a071, cf09b071, cf10c071, cf11d071, cf12e071, cf13f071, cf14g071, cf15h071, cf16i071, cf17j071, cf18k071, cf19l071","1","Gender: fourth child","c(boy = 1, girl = 2)"
"110","072","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a072, cf09b072, cf10c072, cf11d072, cf12e072, cf13f072, cf14g072, cf15h072, cf16i072, cf17j072, cf18k072, cf19l072","1","Gender: fifth child","c(boy = 1, girl = 2)"
"111","073","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a073, cf09b073, cf10c073, cf11d073, cf12e073, cf13f073, cf14g073, cf15h073, cf16i073, cf17j073, cf18k073, cf19l073","1","Gender: sixth child","c(boy = 1, girl = 2)"
"112","074","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a074, cf09b074, cf10c074, cf11d074, cf12e074, cf13f074, cf14g074, cf15h074, cf16i074, cf17j074, cf18k074, cf19l074","1","Gender: seventh child","c(boy = 1, girl = 2)"
"113","075","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a075, cf09b075, cf10c075, cf11d075, cf12e075, cf13f075, cf14g075, cf15h075, cf16i075, cf17j075, cf18k075, cf19l075","1","Gender: eighth child","c(boy = 1, girl = 2)"
"114","076","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a076, cf09b076, cf10c076, cf11d076, cf12e076, cf13f076, cf14g076, cf15h076, cf16i076, cf17j076, cf18k076, cf19l076","1","Gender: ninth child","c(boy = 1, girl = 2)"
"115","077","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a077, cf09b077, cf10c077, cf11d077, cf12e077, cf13f077, cf14g077, cf15h077, cf16i077, cf17j077, cf18k077, cf19l077","1","Gender: tenth child","c(boy = 1, girl = 2)"
"116","078","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a078, cf09b078, cf10c078, cf11d078, cf12e078, cf13f078, cf14g078, cf15h078, cf16i078, cf17j078, cf18k078, cf19l078","1","Gender: eleventh child","c(boy = 1, girl = 2)"
"117","079","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a079, cf09b079, cf10c079, cf11d079, cf12e079, cf13f079, cf14g079, cf15h079, cf16i079, cf17j079, cf18k079, cf19l079","1","Gender: twelfth child","c(boy = 1, girl = 2)"
"118","080","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a080, cf09b080, cf10c080, cf11d080, cf12e080, cf13f080, cf14g080, cf15h080, cf16i080, cf17j080, cf18k080, cf19l080","1","Gender: thirteenth child","c(boy = 1, girl = 2)"
"119","081","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a081, cf09b081, cf10c081, cf11d081, cf12e081, cf13f081, cf14g081, cf15h081, cf16i081, cf17j081, cf18k081, cf19l081","1","Gender: fourteenth child","c(boy = 1, girl = 2)"
"120","082","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a082, cf09b082, cf10c082, cf11d082, cf12e082, cf13f082, cf14g082, cf15h082, cf16i082, cf17j082, cf18k082, cf19l082","1","Gender: fifteenth child","c(boy = 1, girl = 2)"
"121","083","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a083, cf09b083, cf10c083, cf11d083, cf12e083, cf13f083, cf14g083, cf15h083, cf16i083, cf17j083, cf18k083, cf19l083","1","Living at home or living independently: first child","c(`living at home` = 1, `living independently` = 2)"
"122","084","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a084, cf09b084, cf10c084, cf11d084, cf12e084, cf13f084, cf14g084, cf15h084, cf16i084, cf17j084, cf18k084, cf19l084","1","Living at home or living independently: second child","c(`living at home` = 1, `living independently` = 2)"
"123","085","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a085, cf09b085, cf10c085, cf11d085, cf12e085, cf13f085, cf14g085, cf15h085, cf16i085, cf17j085, cf18k085, cf19l085","1","Living at home or living independently: third child","c(`living at home` = 1, `living independently` = 2)"
"124","086","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a086, cf09b086, cf10c086, cf11d086, cf12e086, cf13f086, cf14g086, cf15h086, cf16i086, cf17j086, cf18k086, cf19l086","1","Living at home or living independently: fourth child","c(`living at home` = 1, `living independently` = 2)"
"125","087","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a087, cf09b087, cf10c087, cf11d087, cf12e087, cf13f087, cf14g087, cf15h087, cf16i087, cf17j087, cf18k087, cf19l087","1","Living at home or living independently: fifth child","c(`living at home` = 1, `living independently` = 2)"
"126","088","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a088, cf09b088, cf10c088, cf11d088, cf12e088, cf13f088, cf14g088, cf15h088, cf16i088, cf17j088, cf18k088, cf19l088","1","Living at home or living independently: sixth child","c(`living at home` = 1, `living independently` = 2)"
"127","089","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a089, cf09b089, cf10c089, cf11d089, cf12e089, cf13f089, cf14g089, cf15h089, cf16i089, cf17j089, cf18k089, cf19l089","1","Living at home or living independently: seventh child","c(`living at home` = 1, `living independently` = 2)"
"128","090","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a090, cf09b090, cf10c090, cf11d090, cf12e090, cf13f090, cf14g090, cf15h090, cf16i090, cf17j090, cf18k090, cf19l090","1","Living at home or living independently: eighth child","c(`living at home` = 1, `living independently` = 2)"
"129","091","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a091, cf09b091, cf10c091, cf11d091, cf12e091, cf13f091, cf14g091, cf15h091, cf16i091, cf17j091, cf18k091, cf19l091","1","Living at home or living independently: ninth child","c(`living at home` = 1, `living independently` = 2)"
"130","092","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a092, cf09b092, cf10c092, cf11d092, cf12e092, cf13f092, cf14g092, cf15h092, cf16i092, cf17j092, cf18k092, cf19l092","1","Living at home or living independently: tenth child","c(`living at home` = 1, `living independently` = 2)"
"131","093","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a093, cf09b093, cf10c093, cf11d093, cf12e093, cf13f093, cf14g093, cf15h093, cf16i093, cf17j093, cf18k093, cf19l093","1","Living at home or living independently: eleventh child","c(`living at home` = 1, `living independently` = 2)"
"132","094","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a094, cf09b094, cf10c094, cf11d094, cf12e094, cf13f094, cf14g094, cf15h094, cf16i094, cf17j094, cf18k094, cf19l094","1","Living at home or living independently: twelfth child","c(`living at home` = 1, `living independently` = 2)"
"133","095","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a095, cf09b095, cf10c095, cf11d095, cf12e095, cf13f095, cf14g095, cf15h095, cf16i095, cf17j095, cf18k095, cf19l095","1","Living at home or living independently: thirteenth child","c(`living at home` = 1, `living independently` = 2)"
"134","096","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a096, cf09b096, cf10c096, cf11d096, cf12e096, cf13f096, cf14g096, cf15h096, cf16i096, cf17j096, cf18k096, cf19l096","1","Living at home or living independently: fourteenth child","c(`living at home` = 1, `living independently` = 2)"
"135","097","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a097, cf09b097, cf10c097, cf11d097, cf12e097, cf13f097, cf14g097, cf15h097, cf16i097, cf17j097, cf18k097, cf19l097","1","Living at home or living independently: fifteenth child","c(`living at home` = 1, `living independently` = 2)"
"136","098","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a098, cf09b098, cf10c098, cf11d098, cf12e098, cf13f098, cf14g098, cf15h098, cf16i098, cf17j098, cf18k098, cf19l098","1","Kind of parent: first child","c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)"
"137","099","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a099, cf09b099, cf10c099, cf11d099, cf12e099, cf13f099, cf14g099, cf15h099, cf16i099, cf17j099, cf18k099, cf19l099","1","Kind of parent: second child","c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)"
"138","100","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a100, cf09b100, cf10c100, cf11d100, cf12e100, cf13f100, cf14g100, cf15h100, cf16i100, cf17j100, cf18k100, cf19l100","1","Kind of parent: third child","c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)"
"139","101","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a101, cf09b101, cf10c101, cf11d101, cf12e101, cf13f101, cf14g101, cf15h101, cf16i101, cf17j101, cf18k101, cf19l101","1","Kind of parent: fourth child","c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)"
"140","102","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a102, cf09b102, cf10c102, cf11d102, cf12e102, cf13f102, cf14g102, cf15h102, cf16i102, cf17j102, cf18k102, cf19l102","1","Kind of parent: fifth child","c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)"
"141","103","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a103, cf09b103, cf10c103, cf11d103, cf12e103, cf13f103, cf14g103, cf15h103, cf16i103, cf17j103, cf18k103, cf19l103","1","Kind of parent: sixth child","c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)"
"142","104","12","2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","cf08a104, cf09b104, cf10c104, cf11d104, cf12e104, cf13f104, cf14g104, cf15h104, cf16i104, cf17j104, cf18k104, cf19l104","1","Kind of parent: seventh child","c(`biological parent` = 1, `step parent` = 2, `adoptive parent` = 3, `foster parent` = 4)"
